American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Manhattan,111,East Harlem,Iu Mien,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Jamaican Creole English,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Japanese,332,1.7,0,0
2015-2019,Manhattan,111,East Harlem,Kabuverdianu,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Kannada,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Karen languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Keres,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Khmer,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Kinyarwanda,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Manhattan,111,East Harlem,Konkani,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Korean,138,0.7,81,0.8
2015-2019,Manhattan,111,East Harlem,Kru languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Kurdish,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Lao,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Latvian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Lithuanian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Macedonian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Malay,22,0.1,0,0
2015-2019,Manhattan,111,East Harlem,Malayalam,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Manding languages,43,0.2,22,0.2
2015-2019,Manhattan,111,East Harlem,Marathi,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Marshallese,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Min Nan Chinese,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Mongolian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Muskogean languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Navajo,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Nepali,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Nilo-Saharan languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Norwegian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Ojibwa,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Oromo,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Afro-Asiatic languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Bantu languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Central and South American languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other English-based Creole languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Indo-European languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Indo-Iranian languages,23,0.1,0,0
2015-2019,Manhattan,111,East Harlem,Other Mande languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Native North American languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Niger-Congo languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other Philippine languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other and unspecified languages,46,0.2,0,0
2015-2019,Manhattan,111,East Harlem,Other languages of Africa,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Other languages of Asia,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Pakistan N.E.C.,17,0.1,0,0
2015-2019,Manhattan,111,East Harlem,Pashto,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Pennsylvania German,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Polish,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Portuguese,119,0.6,76,0.7
2015-2019,Manhattan,111,East Harlem,Punjabi,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Romanian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Russian,86,0.4,28,0.3
2015-2019,Manhattan,111,East Harlem,Samoan,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Serbian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Serbocroatian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Shona,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Sindhi,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Sinhala,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Slovak,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Somali,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Spanish,15077,75.7,8580,80.4
2015-2019,Manhattan,111,East Harlem,Swahili,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Swedish,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Swiss German,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Tagalog,66,0.3,14,0.1
2015-2019,Manhattan,111,East Harlem,Tamil,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Telugu,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Thai,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Tibetan,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Tigrinya,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Tongan,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Turkish,11,0.1,0,0
2015-2019,Manhattan,111,East Harlem,Ukrainian,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Urdu,55,0.3,0,0
2015-2019,Manhattan,111,East Harlem,Uto-Aztecan languages,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Uzbek,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Vietnamese,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Wolof,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Yiddish,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Yoruba,0,0,0,0
2015-2019,Manhattan,111,East Harlem,Zuni (2016 or earlier),0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Afrikaans,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Akan (incl. Twi),0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Albanian,102,0.1,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Aleut languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Amharic,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Apache languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Arabic,85,0.1,18,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Armenian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Bengali,432,0.6,179,0.5
2015-2019,Manhattan,112,"Washington Heights, Inwood",Bosnian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Bulgarian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Burmese,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Cajun French,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Cebuano,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Chamorro,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Cherokee,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Chin languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood","Chinese (incl. Mandarin, Cantonese)",538,0.7,141,0.4
2015-2019,Manhattan,112,"Washington Heights, Inwood",Chuukese,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Croatian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Czech,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Dakota languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Danish,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Dari,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Dutch,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Edoid languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Farsi,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Filipino,70,0.1,29,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Finnish,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",French,296,0.4,56,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Fulah,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Ga,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Ganda,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Gbe languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Georgian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",German,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Greek,322,0.4,212,0.6
2015-2019,Manhattan,112,"Washington Heights, Inwood",Gujarati,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Haitian,161,0.2,89,0.2
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hausa,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hawaiian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hebrew,22,0,22,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hindi,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hmong,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Hungarian,22,0,22,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Igbo,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Ilocano,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",India N.E.C.,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Indonesian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Irish,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Italian,120,0.2,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Iu Mien,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Jamaican Creole English,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Japanese,194,0.3,94,0.2
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kabuverdianu,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kannada,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Karen languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Keres,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Khmer,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kinyarwanda,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kiowa-Tanoan languages (2016 or earlier),23,0,23,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Konkani,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Korean,84,0.1,18,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kru languages,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Kurdish,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Lao,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Latvian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Lithuanian,0,0,0,0
2015-2019,Manhattan,112,"Washington Heights, Inwood",Macedonian,42,0.1,42,0.1
2015-2019,Manhattan,112,"Washington Heights, Inwood",Malay,0,0,0,0
